Source,Target,Organizer,Weight,Interval,src_lat,src_lon,tgt_lat,tgt_lon,Source_Year,Target_Year,Edge_Year,Edge_Year (Time)
Information Visualization Conference_2005,"New Horizons in Internet Site Development Workshop, Banbury Center, Cold Spring Harbor Laboratory_2006",Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,40.86115082,-73.43750812,2005,2006,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,New Network Theory Conference Keynote_2007,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,52.36888351,4.888075309,2005,2007,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,New York Hall of Science_2008,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,40.71529336,-73.82546021,2005,2008,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,Science of Science Policy Workshop_2006,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,60.17160082,24.94563008,2005,2006,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,New York Hall of Science_2009,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,40.70391394,-73.82247429,2005,2009,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,OSTI Meeting_2008,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,36.01216318,-84.27083964,2005,2008,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,San Diego Marriott_2008,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,32.83022446,-117.2713609,2005,2008,2005,2005-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",Modeling Science Workshop_2009,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,52.38009357,4.89845947,2006,2009,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",Monroe County Public Library_2007,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,39.16875769,-86.53432796,2006,2007,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006","State House, Indianapolis_2006",Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,39.77021159,-86.16122929,2006,2006,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006","The College of Management at Georgia Tech, Technology Square, Georgia Institute of Technology_2006",Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,33.74598921,-84.39163966,2006,2006,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",This Exhibit was supported by the UIUC Center for Advanced Study as part of the Age of Networks initiative Urbana-Champaign_2005,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,40.06909293,-88.22313709,2006,2005,2005,2005-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",Science of Science Policy Workshop_2006,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,60.17160082,24.94563008,2006,2006,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",i-Light Symposium 2005_2005,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,39.76552166,-86.16352641,2006,2005,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,International Conference on Complex Systems_2006,Katy Borner,1,2005 to 2009,59.32783,18.07586921,42.35014485,-71.06175618,2005,2006,2005,2005-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",San Diego Marriott_2008,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,32.83022446,-117.2713609,2006,2008,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006","New Horizons in Internet Site Development Workshop, Banbury Center, Cold Spring Harbor Laboratory_2006",Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,40.86115082,-73.43750812,2006,2006,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",National Cancer Institute_2006,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,38.88893258,-77.03498645,2006,2006,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",National Institute of Informatics_2005,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,29.55674144,-98.53572578,2006,2005,2005,2005-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",National Institute of Informatics_2007,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,35.67628186,139.7601129,2006,2007,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",National Institute of Science and Technology Policy (NISTEP)_2007,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,35.67535458,139.7567834,2006,2007,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",New Network Theory Conference Keynote_2007,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,52.36888351,4.888075309,2006,2007,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",New York Hall of Science_2006,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,40.71384544,-73.82887484,2006,2006,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",New York Hall of Science_2008,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,40.71529336,-73.82546021,2006,2008,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",New York Hall of Science_2009,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,40.70391394,-73.82247429,2006,2009,2006,2006-01-01 00:00:00
"Institute for the Future Workshop, Rockefeller Foundation_2006",OSTI Meeting_2008,Katy Borner,1,2005 to 2009,40.70697313,-74.00866771,36.01216318,-84.27083964,2006,2008,2006,2006-01-01 00:00:00
Information Visualization Conference_2005,National Cancer Institute_2006,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,38.88893258,-77.03498645,2005,2006,2005,2005-01-01 00:00:00
Indiana University_2014,Japan Science and Technology Agency_2010,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,35.67922806,139.752839,2014,2010,2010,2010-01-01 00:00:00
Indiana University_2014,Kavli Royal Society International Center_2010,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,51.50084332,-0.132045719,2014,2010,2010,2010-01-01 00:00:00
Indiana University_2012,VIVO 2011 Conference_2011,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,38.89126812,-77.03682062,2012,2011,2011,2011-01-01 00:00:00
Indiana University_2014,National Academy of Science Workshop_2010,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,38.89764651,-77.03618487,2014,2010,2010,2010-01-01 00:00:00
Indiana University_2014,National Academy of Sciences_2011,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,38.87560932,-77.09326177,2014,2011,2011,2011-01-01 00:00:00
Indiana University_2014,National Academy of Sciences_2013,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,38.89117267,-77.03555228,2014,2013,2013,2013-01-01 00:00:00
Indiana University_2012,Workshop_2010,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,38.89652172,-77.03893099,2012,2010,2010,2010-01-01 00:00:00
Indiana University_2012,University of Pittsburgh_2012,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,40.44276457,-79.99514662,2012,2012,2012,2012-01-01 00:00:00
Indiana University_2012,Scientific Mapping and Analytics_2011,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,35.69154502,-105.9316778,2012,2011,2011,2011-01-01 00:00:00
Indiana University_2012,Northwestern University_2011,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,41.87198984,-87.62931502,2012,2011,2011,2011-01-01 00:00:00
Indiana University_2012,Purdue University_2011,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,39.77161587,-86.16296103,2012,2011,2011,2011-01-01 00:00:00
Indiana University_2012,University of North Carolina_2011,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,35.23202548,-80.84695165,2012,2011,2011,2011-01-01 00:00:00
Indiana University_2012,UCD Conference_2010,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,53.35328861,-6.264808522,2012,2010,2010,2010-01-01 00:00:00
Indiana University_2012,University of Florida_2010,Katy Borner,1,2010 to 2014,39.16896619,-86.53392151,29.64945102,-82.31660241,2012,2010,2010,2010-01-01 00:00:00
Information Visualization Conference_2005,"Institute for the Future Workshop, Rockefeller Foundation_2006",Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,40.70697313,-74.00866771,2005,2006,2005,2005-01-01 00:00:00
Indiana University_2014,University of Florida_2010,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,29.64945102,-82.31660241,2014,2010,2010,2010-01-01 00:00:00
Indiana University_2014,University of North Carolina_2011,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,35.23202548,-80.84695165,2014,2011,2011,2011-01-01 00:00:00
Indiana University_2014,University of Pittsburgh_2012,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,40.44276457,-79.99514662,2014,2012,2012,2012-01-01 00:00:00
Indiana University_2014,VIVO 2011 Conference_2011,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,38.89126812,-77.03682062,2014,2011,2011,2011-01-01 00:00:00
Indiana University_2014,Workshop_2010,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,38.89652172,-77.03893099,2014,2010,2010,2010-01-01 00:00:00
Information Visualization Conference_2005,International Conference of the International Society for Scientometrics and Informetrics_2005,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,59.32783,18.07586921,2005,2005,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,International Conference on Complex Systems_2006,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,42.35014485,-71.06175618,2005,2006,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,Modeling Science Workshop_2009,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,52.38009357,4.89845947,2005,2009,2005,2005-01-01 00:00:00
Information Visualization Conference_2005,Monroe County Public Library_2007,Katy Borner,1,2005 to 2009,51.51128277,-0.133061368,39.16875769,-86.53432796,2005,2007,2005,2005-01-01 00:00:00
Indiana University_2014,UCD Conference_2010,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,53.35328861,-6.264808522,2014,2010,2010,2010-01-01 00:00:00
Indiana University_2014,National Institutes of Health_2012,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,38.88880811,-77.04481698,2014,2012,2012,2012-01-01 00:00:00
Indiana University_2014,Northwestern University_2011,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,41.87198984,-87.62931502,2014,2011,2011,2011-01-01 00:00:00
Indiana University_2014,Purdue University_2011,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,39.77161587,-86.16296103,2014,2011,2011,2011-01-01 00:00:00
Indiana University_2014,Scientific Mapping and Analytics_2011,Katy Borner,1,2010 to 2014,39.15988889,-86.52580582,35.69154502,-105.9316778,2014,2011,2011,2011-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,Modeling Science Workshop_2009,Katy Borner,1,2005 to 2009,59.32783,18.07586921,52.38009357,4.89845947,2005,2009,2005,2005-01-01 00:00:00
Japan Science and Technology Agency_2010,Kavli Royal Society International Center_2010,Katy Borner,1,2010 to 2014,35.67922806,139.752839,51.50084332,-0.132045719,2010,2010,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,Scientific Mapping and Analytics_2011,Katy Borner,1,2010 to 2014,35.67922806,139.752839,35.69154502,-105.9316778,2010,2011,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,UCD Conference_2010,Katy Borner,1,2010 to 2014,35.67922806,139.752839,53.35328861,-6.264808522,2010,2010,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,University of Florida_2010,Katy Borner,1,2010 to 2014,35.67922806,139.752839,29.64945102,-82.31660241,2010,2010,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,University of North Carolina_2011,Katy Borner,1,2010 to 2014,35.67922806,139.752839,35.23202548,-80.84695165,2010,2011,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,University of Pittsburgh_2012,Katy Borner,1,2010 to 2014,35.67922806,139.752839,40.44276457,-79.99514662,2010,2012,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,VIVO 2011 Conference_2011,Katy Borner,1,2010 to 2014,35.67922806,139.752839,38.89126812,-77.03682062,2010,2011,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,Workshop_2010,Katy Borner,1,2010 to 2014,35.67922806,139.752839,38.89652172,-77.03893099,2010,2010,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,Purdue University_2011,Katy Borner,1,2010 to 2014,35.67922806,139.752839,39.77161587,-86.16296103,2010,2011,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,National Academy of Science Workshop_2010,Katy Borner,1,2010 to 2014,35.67922806,139.752839,38.89764651,-77.03618487,2010,2010,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,National Academy of Sciences_2011,Katy Borner,1,2010 to 2014,35.67922806,139.752839,38.87560932,-77.09326177,2010,2011,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,National Academy of Sciences_2013,Katy Borner,1,2010 to 2014,35.67922806,139.752839,38.89117267,-77.03555228,2010,2013,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,National Institutes of Health_2012,Katy Borner,1,2010 to 2014,35.67922806,139.752839,38.88880811,-77.04481698,2010,2012,2010,2010-01-01 00:00:00
Japan Science and Technology Agency_2010,Northwestern University_2011,Katy Borner,1,2010 to 2014,35.67922806,139.752839,41.87198984,-87.62931502,2010,2011,2010,2010-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,Monroe County Public Library_2007,Katy Borner,1,2005 to 2009,59.32783,18.07586921,39.16875769,-86.53432796,2005,2007,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,Science of Science Policy Workshop_2006,Katy Borner,1,2005 to 2009,59.32783,18.07586921,60.17160082,24.94563008,2005,2006,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,"State House, Indianapolis_2006",Katy Borner,1,2005 to 2009,59.32783,18.07586921,39.77021159,-86.16122929,2005,2006,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,"The College of Management at Georgia Tech, Technology Square, Georgia Institute of Technology_2006",Katy Borner,1,2005 to 2009,59.32783,18.07586921,33.74598921,-84.39163966,2005,2006,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,This Exhibit was supported by the UIUC Center for Advanced Study as part of the Age of Networks initiative Urbana-Champaign_2005,Katy Borner,1,2005 to 2009,59.32783,18.07586921,40.06909293,-88.22313709,2005,2005,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,i-Light Symposium 2005_2005,Katy Borner,1,2005 to 2009,59.32783,18.07586921,39.76552166,-86.16352641,2005,2005,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,San Diego Marriott_2008,Katy Borner,1,2005 to 2009,59.32783,18.07586921,32.83022446,-117.2713609,2005,2008,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,National Institute of Science and Technology Policy (NISTEP)_2007,Katy Borner,1,2005 to 2009,59.32783,18.07586921,35.67535458,139.7567834,2005,2007,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,National Cancer Institute_2006,Katy Borner,1,2005 to 2009,59.32783,18.07586921,38.88893258,-77.03498645,2005,2006,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,National Institute of Informatics_2005,Katy Borner,1,2005 to 2009,59.32783,18.07586921,29.55674144,-98.53572578,2005,2005,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,National Institute of Informatics_2007,Katy Borner,1,2005 to 2009,59.32783,18.07586921,35.67628186,139.7601129,2005,2007,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,OSTI Meeting_2008,Katy Borner,1,2005 to 2009,59.32783,18.07586921,36.01216318,-84.27083964,2005,2008,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,"New Horizons in Internet Site Development Workshop, Banbury Center, Cold Spring Harbor Laboratory_2006",Katy Borner,1,2005 to 2009,59.32783,18.07586921,40.86115082,-73.43750812,2005,2006,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,New Network Theory Conference Keynote_2007,Katy Borner,1,2005 to 2009,59.32783,18.07586921,52.36888351,4.888075309,2005,2007,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,New York Hall of Science_2006,Katy Borner,1,2005 to 2009,59.32783,18.07586921,40.71384544,-73.82887484,2005,2006,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,New York Hall of Science_2008,Katy Borner,1,2005 to 2009,59.32783,18.07586921,40.71529336,-73.82546021,2005,2008,2005,2005-01-01 00:00:00
International Conference of the International Society for Scientometrics and Informetrics_2005,New York Hall of Science_2009,Katy Borner,1,2005 to 2009,59.32783,18.07586921,40.70391394,-73.82247429,2005,2009,2005,2005-01-01 00:00:00
International Conference on Complex Systems_2006,i-Light Symposium 2005_2005,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,39.76552166,-86.16352641,2006,2005,2005,2005-01-01 00:00:00
International Conference on Complex Systems_2006,San Diego Marriott_2008,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,32.83022446,-117.2713609,2006,2008,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,Science of Science Policy Workshop_2006,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,60.17160082,24.94563008,2006,2006,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,"State House, Indianapolis_2006",Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,39.77021159,-86.16122929,2006,2006,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,"The College of Management at Georgia Tech, Technology Square, Georgia Institute of Technology_2006",Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,33.74598921,-84.39163966,2006,2006,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,This Exhibit was supported by the UIUC Center for Advanced Study as part of the Age of Networks initiative Urbana-Champaign_2005,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,40.06909293,-88.22313709,2006,2005,2005,2005-01-01 00:00:00
International Conference on Complex Systems_2006,OSTI Meeting_2008,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,36.01216318,-84.27083964,2006,2008,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,Modeling Science Workshop_2009,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,52.38009357,4.89845947,2006,2009,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,National Institute of Informatics_2007,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,35.67628186,139.7601129,2006,2007,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,Monroe County Public Library_2007,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,39.16875769,-86.53432796,2006,2007,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,National Cancer Institute_2006,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,38.88893258,-77.03498645,2006,2006,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,National Institute of Informatics_2005,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,29.55674144,-98.53572578,2006,2005,2005,2005-01-01 00:00:00
International Conference on Complex Systems_2006,National Institute of Science and Technology Policy (NISTEP)_2007,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,35.67535458,139.7567834,2006,2007,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,"New Horizons in Internet Site Development Workshop, Banbury Center, Cold Spring Harbor Laboratory_2006",Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,40.86115082,-73.43750812,2006,2006,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,New Network Theory Conference Keynote_2007,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,52.36888351,4.888075309,2006,2007,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,New York Hall of Science_2006,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,40.71384544,-73.82887484,2006,2006,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,New York Hall of Science_2008,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,40.71529336,-73.82546021,2006,2008,2006,2006-01-01 00:00:00
International Conference on Complex Systems_2006,New York Hall of Science_2009,Katy Borner,1,2005 to 2009,42.35014485,-71.06175618,40.70391394,-73.82247429,2006,2009,2006,2006-01-01 00:00:00
101st Annual Meeting of the Association of American Geographer_2005,National Institutes of Health_2006,Deborah MacPherson,1,2005 to 2009,39.74171997,-104.9951992,38.89559141,-77.03275516,2005,2006,2005,2005-01-01 00:00:00
University of Florida_2010,University of North Carolina_2011,Katy Borner,1,2010 to 2014,29.64945102,-82.31660241,35.23202548,-80.84695165,2010,2011,2010,2010-01-01 00:00:00
Libraries and Research: Supporting Change/Changing Support_2014,Meertens Institute_2012,Andrea Scharnhorst,1,2010 to 2014,52.38369038,4.895418906,52.37196229,4.887505376,2014,2012,2012,2012-01-01 00:00:00
Libraries and Research: Supporting Change/Changing Support_2014,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,52.38369038,4.895418906,52.37766891,4.895533078,2014,2014,2014,2014-01-01 00:00:00
Libraries and Research: Supporting Change/Changing Support_2014,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,52.38369038,4.895418906,46.19369232,6.147133551,2014,2013,2013,2013-01-01 00:00:00
Libraries and Research: Supporting Change/Changing Support_2014,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,52.38369038,4.895418906,52.07640728,4.317576526,2014,2013,2013,2013-01-01 00:00:00
Libraries and Research: Supporting Change/Changing Support_2014,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,52.38369038,4.895418906,50.64036025,3.063407575,2014,2013,2013,2013-01-01 00:00:00
Libraries and Research: Supporting Change/Changing Support_2014,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.38369038,4.895418906,44.01650106,10.44802788,2014,2014,2014,2014-01-01 00:00:00
Libraries and Research: Supporting Change/Changing Support_2014,Lorentz Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.38369038,4.895418906,52.15780219,4.489010196,2014,2014,2014,2014-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,44.01650106,10.44802788,2013,2014,2013,2013-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Libraries and Research: Supporting Change/Changing Support_2014,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,52.38369038,4.895418906,2013,2014,2013,2013-01-01 00:00:00
Delft University of Technology Library_2013,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,52.37766891,4.895533078,2013,2014,2013,2013-01-01 00:00:00
Delft University of Technology Library_2013,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,46.19369232,6.147133551,2013,2013,2013,2013-01-01 00:00:00
Delft University of Technology Library_2013,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,52.07640728,4.317576526,2013,2013,2013,2013-01-01 00:00:00
Delft University of Technology Library_2013,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,50.64036025,3.063407575,2013,2013,2013,2013-01-01 00:00:00
Delft University of Technology Library_2013,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.0145713,4.367151352,44.01650106,10.44802788,2013,2014,2013,2013-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Lorentz Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,52.15780219,4.489010196,2013,2014,2013,2013-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Meertens Institute_2012,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,52.37196229,4.887505376,2013,2012,2012,2012-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,52.37766891,4.895533078,2013,2014,2013,2013-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,46.19369232,6.147133551,2013,2013,2013,2013-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,The Hague Royal Library_2013,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,52.07640728,4.317576526,2013,2013,2013,2013-01-01 00:00:00
Institute for Advanced Studies IMT (Institutions-Markets-Technologies)_2013,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,44.01657981,10.45370823,50.64036025,3.063407575,2013,2013,2013,2013-01-01 00:00:00
Lorentz Workshop_2014,Meertens Institute_2012,Andrea Scharnhorst,1,2010 to 2014,52.15780219,4.489010196,52.37196229,4.887505376,2014,2012,2012,2012-01-01 00:00:00
Lorentz Workshop_2014,OCLC Research and DANS_2014,Andrea Scharnhorst,1,2010 to 2014,52.15780219,4.489010196,52.37766891,4.895533078,2014,2014,2014,2014-01-01 00:00:00
Lorentz Workshop_2014,Open Knowledge Conference (OKCON)_2013,Andrea Scharnhorst,1,2010 to 2014,52.15780219,4.489010196,46.19369232,6.147133551,2014,2013,2013,2013-01-01 00:00:00
"SLIS, Indiana University_2005",Sixth Annual Alliance for Innovation in Science and Technology Information Mini-Conference_2005,Peter A. Hook,1,2005 to 2009,39.17027804,-86.54081045,35.68643892,-105.9431554,2005,2005,2005,2005-01-01 00:00:00
The Hague Royal Library_2013,Universite de Lille_2013,Andrea Scharnhorst,1,2010 to 2014,52.07640728,4.317576526,50.64036025,3.063407575,2013,2013,2013,2013-01-01 00:00:00
The Hague Royal Library_2013,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,52.07640728,4.317576526,44.01650106,10.44802788,2013,2014,2013,2013-01-01 00:00:00
Universite de Lille_2013,Workshop_2014,Andrea Scharnhorst,1,2010 to 2014,50.64036025,3.063407575,44.01650106,10.44802788,2013,2014,2013,2013-01-01 00:00:00
"SLIS, Indiana University_2005",University of Illinois_2005,Peter A. Hook,1,2005 to 2009,39.17027804,-86.54081045,40.07498368,-88.22148042,2005,2005,2005,2005-01-01 00:00:00
Sixth Annual Alliance for Innovation in Science and Technology Information Mini-Conference_2005,University of Illinois_2005,Peter A. Hook,1,2005 to 2009,35.68643892,-105.9431554,40.07498368,-88.22148042,2005,2005,2005,2005-01-01 00:00:00
National Academies_2007,San Diego Convention Center_2005,Bonnie DeVarco,1,2005 to 2009,37.33715061,-121.8953687,32.71510311,-117.1677006,2007,2005,2005,2005-01-01 00:00:00
National Academies_2007,San Diego University_2005,Bonnie DeVarco,1,2005 to 2009,37.33715061,-121.8953687,32.72531626,-117.1653413,2007,2005,2005,2005-01-01 00:00:00
National Academies_2007,The 5th International Symposium on Digital Earth_2007,Bonnie DeVarco,1,2005 to 2009,37.33715061,-121.8953687,37.7844138,-122.4245148,2007,2007,2007,2007-01-01 00:00:00
